ID_REF, IDENTIFIER, GSM21832, GSM19135, GSM9514, GSM42864
LMO4, LMO4, 726.700, 243.000, 356.500, 1344.200
C16orf71, C16orf71, 79.900, 7.800, 16.100, 13.900
KLKB1, KLKB1, 69.200, 50.300, 16.100, 14.200
HDAC3, HDAC3, 914.100, 144.400, 361.000, 736.200
LOC100133977, LOC100133977, 8.000, 9.700, 10.300, 12.500
SCHIP1, SCHIP1, 49.100, 34.800, 132.900, 1085.200
BTK, BTK, 1171.600, 55.100, 18.900, 60.100
KRCC1, KRCC1, 1290.500, 325.200, 268.900, 246.300
PRND, PRND, 133.600, 14.700, 34.100, 111.800
C6orf27, C6orf27, 19.500, 3.800, 10.200, 21.000
PIGL, PIGL, 76.500, 71.500, 99.200, 281.000
CLCA1, CLCA1, 118.300, 4085.100, 46.100, 56.000
C1orf112, C1orf112, 29.400, 12.500, 126.700, 178.100
OLFML2A, OLFML2A, 128.000, 51.000, 77.500, 256.200
HUS1, HUS1, 148.300, 37.900, 85.800, 159.200
AK000847, AK000847, 9.000, 11.000, 450.800, 7789.500
CXCR7, CXCR7, 85.000, 59.700, 10.100, 334.400
UIMC1, UIMC1, 1692.400, 109.700, 292.500, 476.400
FXYD2, FXYD2, 65.400, 24.500, 21.200, 80.900
GOT2, GOT2, 422.000, 423.300, 731.800, 2663.100
ZNF667, ZNF667, 5.600, 1.100, 2.600, 104.600
TFEC, TFEC, 547.000, 31.600, 15.300, 76.500
ATP7B, ATP7B, 144.800, 87.800, 40.700, 187.200
RAB38, RAB38, 8.900, 15.200, 63.300, 53.000
POLD2, POLD2, 139.200, 88.300, 520.500, 629.500
PPM1H, PPM1H, 107.600, 24.200, 24.400, 35.700
DCX, DCX, 7.200, 1.300, 2.400, 19.000
NFYC, NFYC, 391.100, 65.200, 129.200, 359.300
KIN, KIN, 294.800, 30.200, 92.000, 197.100
PLSCR4, PLSCR4, 79.500, 112.000, 47.000, 1038.300
PPARGC1A, PPARGC1A, 45.800, 26.000, 15.200, 8.400
LGALS7B, LGALS7B, 38.200, 3.200, 6.600, 33.400
KCNK10, KCNK10, 154.000, 27.600, 15.900, 37.600
EXOC1, EXOC1, 1535.000, 277.500, 254.400, 820.000
OR6A2, OR6A2, 52.600, 16.200, 16.900, 124.500
ETFA, ETFA, 721.100, 458.300, 888.000, 1438.800
PDAP1, PDAP1, 69.000, 0.900, 3.400, 35.100
C19orf6, C19orf6, 430.700, 93.300, 140.500, 548.900
POLRMT, POLRMT, 55.700, 19.500, 55.400, 56.000
ZNF146, ZNF146, 470.600, 135.500, 551.400, 1095.300
MIA2, MIA2, 48.000, 34.100, 15.700, 98.500
LY6G6E, LY6G6E, 105.200, 2.600, 9.800, 53.500
MANF, MANF, 467.500, 239.700, 747.500, 1194.500
EIF4E2, EIF4E2, 994.800, 223.600, 266.400, 1051.000
NENF, NENF, 526.800, 137.700, 463.100, 499.700
HOXB5, HOXB5, 208.100, 109.800, 64.500, 217.100
ZNF324, ZNF324, 48.500, 7.600, 8.500, 34.700
ENTPD7, ENTPD7, 204.400, 75.500, 57.200, 147.000
TTC13, TTC13, 416.100, 96.300, 107.900, 248.400
GJB5, GJB5, 41.600, 2.700, 6.500, 18.800
PRSS22, PRSS22, 203.200, 41.600, 67.800, 227.600
CYP3A5, CYP3A5, 143.700, 415.000, 34.400, 54.200
AI744451, AI744451, 314.100, 100.900, 34.300, 225.500
CUL4B, CUL4B, 161.500, 25.700, 102.300, 326.000
CENPJ, CENPJ, 18.900, 16.300, 78.900, 105.700
AKIRIN1, AKIRIN1, 886.200, 22.000, 114.500, 347.300
KIAA0664, KIAA0664, 179.600, 209.200, 134.400, 369.900
PITX1, PITX1, 62.200, 8.300, 25.900, 18.700
PDGFRB, PDGFRB, 21.300, 41.500, 7.500, 185.000
VRK2, VRK2, 399.200, 60.500, 183.600, 404.500
RDX, RDX, 128.500, 21.500, 259.600, 1173.600
DNAJC9, DNAJC9, 83.200, 28.800, 113.800, 194.300
JUND, JUND, 141.400, 122.600, 109.200, 706.500
ITSN1, ITSN1, 374.300, 116.300, 99.300, 567.000
CHRNB1, CHRNB1, 127.600, 33.900, 60.400, 113.000
EHBP1L1, EHBP1L1, 1277.900, 65.600, 90.100, 348.900
C19orf2, C19orf2, 206.800, 34.600, 27.200, 51.900
FETUB, FETUB, 241.000, 17.900, 34.100, 116.800
CAMK2B, CAMK2B, 441.300, 102.100, 110.300, 374.700
DCTN1, DCTN1, 482.300, 175.700, 257.700, 1399.900
TNKS2, TNKS2, 228.000, 93.900, 313.000, 443.900
MRTO4, MRTO4, 17.700, 47.800, 261.400, 705.000
C1QBP, C1QBP, 218.300, 171.100, 764.000, 1660.800
TTC3, TTC3, 326.900, 376.300, 110.600, 2317.300
MUC2, MUC2, 34.600, 2529.800, 30.200, 126.400
NDUFB8, NDUFB8, 228.400, 126.100, 57.600, 201.000
CADPS2, CADPS2, 153.800, 95.500, 41.700, 357.200
MYF5, MYF5, 16.700, 2.100, 2.400, 24.900
SEMA3G, SEMA3G, 153.200, 130.000, 25.400, 95.400
IL23A, IL23A, 103.000, 19.600, 20.200, 83.900
GJA9, GJA9, 57.300, 23.700, 64.100, 132.700
R3HDM2, R3HDM2, 1521.800, 330.800, 527.000, 511.600
X79782, X79782, 78.900, 16.800, 16.900, 16.900
C5, C5, 102.600, 15.100, 36.500, 84.100
SLC2A10, SLC2A10, 49.500, 45.300, 108.500, 37.000
TRIM45, TRIM45, 227.300, 56.500, 88.300, 142.700
PAQR3, PAQR3, 79.500, 38.800, 83.000, 100.900
ANKRD26, ANKRD26, 4.000, 1.800, 3.400, 118.100
TCP1, TCP1, 193.400, 149.200, 194.500, 606.200
TMED7, TMED7, 405.500, 25.300, 55.000, 277.600
CMA1, CMA1, 23.100, 6.900, 18.200, 36.900
PTCRA, PTCRA, 452.800, 103.400, 107.800, 353.900
HCRTR1, HCRTR1, 6.200, 5.100, 13.600, 7.600
FST, FST, 40.400, 10.600, 45.100, 140.000
AA780524, AA780524, 199.400, 3.600, 2.100, 42.200
PAWR, PAWR, 242.500, 27.700, 90.100, 62.100
NM_014114, NM_014114, 61.100, 39.400, 9.400, 113.500
IGLJ3, IGLJ3, 101.100, 85.500, 317.000, 477.700
PREX2, PREX2, 69.300, 14.900, 35.700, 46.300
BE930512, BE930512, 83.700, 3.500, 28.000, 130.500
LDLR, LDLR, 37.300, 3.000, 9.200, 17.100
ASTN2, ASTN2, 58.300, 22.700, 46.500, 76.600
SCRN1, SCRN1, 264.500, 72.400, 599.500, 151.500
AV719355, AV719355, 237.800, 31.100, 49.700, 124.600
TAB2, TAB2, 1521.000, 143.400, 187.400, 684.400
H49382, H49382, 115.600, 109.700, 50.000, 88.900
GPATCH8, GPATCH8, 518.300, 8.500, 52.500, 410.400
IGK@, IGK@, 3898.500, 6085.900, 18.800, 21.500
KIF4A, KIF4A, 22.500, 45.100, 349.500, 399.400
TANC2, TANC2, 16.000, 2.700, 52.200, 14.400
ZMYM5, ZMYM5, 129.300, 17.800, 27.300, 168.800
PGM1, PGM1, 1912.300, 479.200, 315.100, 343.500
ZNF586, ZNF586, 763.100, 53.300, 103.100, 273.200
POLR3G, POLR3G, 58.000, 5.200, 37.200, 89.500
CPD, CPD, 1450.300, 40.200, 177.000, 868.000
SNCAIP, SNCAIP, 19.300, 6.100, 5.900, 1633.300
DCT, DCT, 22.500, 3.500, 5.300, 4.900
DEFA1B, DEFA1B, 3497.400, 27.200, 47.500, 117.200
HLA-DOA, HLA-DOA, 255.000, 65.400, 68.600, 232.200
AL390145, AL390145, 113.900, 20.600, 10.200, 116.800
TANK, TANK, 264.100, 11.400, 25.600, 75.800
RCAN1, RCAN1, 140.400, 28.900, 8.300, 32.100
UPK1B, UPK1B, 120.900, 2.800, 19.000, 25.500
DNAJB4, DNAJB4, 27.300, 3.200, 83.400, 437.400
LIMD2, LIMD2, 638.500, 51.700, 3.600, 94.300
HIST1H4L, HIST1H4L, 60.000, 2.000, 1.900, 6.500
PECR, PECR, 67.000, 57.200, 72.200, 93.000
HSPA2, HSPA2, 46.600, 61.100, 39.800, 157.600
SERP1, SERP1, 7343.900, 806.200, 979.700, 3301.800
CNTNAP3B, CNTNAP3B, 18.300, 16.900, 20.800, 99.000
AW972359, AW972359, 64.100, 1.500, 2.200, 7.800
TACR2, TACR2, 33.700, 26.000, 20.400, 38.800
NUP85, NUP85, 331.500, 140.800, 340.600, 605.300
CD177, CD177, 1723.600, 13.400, 35.200, 126.200
EDDM3B, EDDM3B, 6.600, 1.900, 3.100, 7.700
GPR135, GPR135, 11.900, 19.800, 17.700, 8.300
PIGG, PIGG, 841.300, 241.000, 182.600, 1029.500
LGR5, LGR5, 12.200, 49.400, 1.800, 32.200
JAK2, JAK2, 997.400, 31.900, 61.900, 440.900
DPYSL4, DPYSL4, 55.500, 29.300, 22.200, 30.100
TM9SF4, TM9SF4, 469.400, 160.900, 411.700, 487.300
SIRPG, SIRPG, 164.800, 41.500, 15.200, 56.300
ZNF264, ZNF264, 646.700, 53.700, 47.500, 452.300
BICD1, BICD1, 25.400, 3.900, 28.000, 51.300
RAB5A, RAB5A, 4084.900, 363.500, 741.300, 2252.300
FLJ13224, FLJ13224, 11.100, 1.300, 1.500, 5.800
METTL5, METTL5, 576.700, 139.900, 1229.600, 1066.700
HERC6, HERC6, 127.700, 51.800, 109.500, 139.400
AF052109, AF052109, 92.900, 3.700, 23.200, 41.200
LOC645529, LOC645529, 128.900, 15.600, 22.300, 97.000
DCAF11, DCAF11, 353.300, 153.500, 191.600, 419.300
USP9Y, USP9Y, 20.400, 20.200, 16.200, 136.400
CASP1, CASP1, 3694.000, 227.800, 74.400, 72.800
LRP1B, LRP1B, 6.900, 1.500, 2.100, 0.800
NM_018613, NM_018613, 5.900, 5.900, 1.700, 34.800
XAF1, XAF1, 744.800, 30.900, 150.600, 81.800
PLA2G4C, PLA2G4C, 79.800, 68.700, 3.300, 51.400
AL390143, AL390143, 29.000, 23.600, 25.300, 60.000
NM_024999, NM_024999, 21.100, 4.100, 5.000, 15.200
APOA2, APOA2, 93.800, 1.000, 3.200, 8.600
SPAG6, SPAG6, 66.700, 19.900, 18.300, 52.700
KALRN, KALRN, 82.500, 35.400, 57.100, 173.800
SECTM1, SECTM1, 3098.700, 350.900, 8.600, 309.600
THOC7, THOC7, 630.400, 150.600, 261.500, 1076.100
IFNAR1, IFNAR1, 333.700, 19.400, 25.200, 135.500
TCTA, TCTA, 515.900, 194.000, 242.000, 511.700
NM_018038, NM_018038, 135.400, 19.100, 26.100, 73.500
RAB11FIP4, RAB11FIP4, 25.200, 16.700, 15.000, 20.000
TALDO1, TALDO1, 19937.500, 438.500, 730.600, 1717.800
GGTLC2, GGTLC2, 152.200, 7.400, 13.200, 41.400
B2M, B2M, 41925.100, 5040.600, 7205.300, 11197.900
LPPR4, LPPR4, 114.200, 12.400, 13.600, 46.100
SQLE, SQLE, 384.500, 47.200, 79.800, 335.400
AJ406939, AJ406939, 104.600, 7.200, 11.700, 44.000
SEPHS1, SEPHS1, 102.700, 64.300, 168.100, 434.400
EIF5A, EIF5A, 845.500, 136.300, 675.000, 1522.200
FAM49A, FAM49A, 866.600, 20.000, 1.500, 231.300
YTHDC2, YTHDC2, 386.100, 91.400, 135.400, 407.600
EHD2, EHD2, 152.000, 48.300, 162.900, 5272.300
SPG7, SPG7, 422.000, 152.700, 178.300, 660.300
ZNF614, ZNF614, 80.300, 22.600, 52.800, 163.600
HOXA5, HOXA5, 134.500, 258.800, 56.200, 1677.900
NUP133, NUP133, 419.000, 87.400, 307.800, 457.700
FGF12, FGF12, 5.000, 1.400, 4.500, 37.500
SLMO2, SLMO2, 278.500, 71.500, 209.000, 317.000
AL079294, AL079294, 102.600, 37.600, 28.100, 153.200
INPP5B, INPP5B, 18.300, 64.600, 39.300, 110.400
PPID, PPID, 564.000, 117.700, 165.000, 489.100
SNTA1, SNTA1, 147.600, 43.000, 238.100, 177.800
IL20RA, IL20RA, 71.200, 16.700, 10.100, 30.800
UBE2J1, UBE2J1, 3140.200, 192.200, 209.200, 1252.100
CACNG2, CACNG2, 61.100, 18.900, 19.400, 16.900
GCM1, GCM1, 122.300, 4.000, 4.800, 13.200
HNRNPK, HNRNPK, 5793.300, 821.000, 1333.800, 6267.200
ELF1, ELF1, 932.600, 104.000, 116.900, 665.400
TLR5, TLR5, 2062.400, 47.500, 44.800, 102.900
TCFL5, TCFL5, 536.200, 52.000, 264.800, 328.800
LOC100128935, LOC100128935, 19.200, 6.500, 3.700, 8.800
RBMY2FP, RBMY2FP, 22.300, 6.000, 8.100, 18.700
C1orf107, C1orf107, 197.100, 75.800, 87.200, 152.100
AF119909, AF119909, 73.900, 22.200, 20.000, 73.600
C19orf22, C19orf22, 10698.900, 630.500, 659.700, 3040.600
SAFB2, SAFB2, 1210.500, 121.400, 114.100, 469.500
NCK2, NCK2, 1848.000, 374.900, 403.900, 869.900
OXA1L, OXA1L, 719.600, 310.800, 537.900, 2403.200
KLRG1, KLRG1, 434.600, 88.400, 92.700, 655.200
ZSCAN12, ZSCAN12, 9.200, 2.300, 4.200, 2.500
PSMD12, PSMD12, 338.000, 104.900, 159.900, 1119.600
E2F4, E2F4, 1819.400, 539.200, 642.000, 1791.700
CLEC4M, CLEC4M, 19.000, 7.500, 8.700, 21.800
CLDN10, CLDN10, 151.600, 38.900, 55.500, 300.200
MGC13053, MGC13053, 37.900, 5.500, 14.600, 17.700
TAC1, TAC1, 42.200, 11.000, 4.100, 13.300
GYPA, GYPA, 90.800, 21.500, 1.700, 6.900
HPCAL4, HPCAL4, 22.700, 4.800, 6.100, 26.700
TRAIP, TRAIP, 14.800, 47.300, 152.400, 20.900
MEX3D, MEX3D, 96.700, 59.500, 110.000, 551.900
KIAA0232, KIAA0232, 2415.200, 127.900, 112.600, 896.700
NFAT5, NFAT5, 543.300, 17.200, 5.000, 71.700
TAF1D, TAF1D, 448.800, 100.200, 445.200, 965.100
GPX4, GPX4, 1294.900, 499.400, 883.400, 4773.500
KIAA0368, KIAA0368, 504.300, 73.300, 283.600, 483.800
FBXO3, FBXO3, 315.600, 47.400, 57.900, 436.600
DVL1, DVL1, 343.200, 63.200, 168.700, 387.000
CMKLR1, CMKLR1, 165.400, 35.700, 35.700, 429.900
GPR157, GPR157, 43.000, 3.300, 31.900, 84.300
TYMS, TYMS, 5.200, 5.100, 29.500, 6.400
OR52A1, OR52A1, 84.400, 27.200, 6.900, 45.300
PEF1, PEF1, 723.100, 337.800, 375.500, 1508.900
CTAGE4, CTAGE4, 188.500, 175.700, 114.400, 113.700
AF035281, AF035281, 206.800, 49.000, 59.400, 110.700
ZNF750, ZNF750, 0.700, 8.400, 7.800, 3.600
ALG9, ALG9, 174.200, 71.700, 105.200, 215.200
MCM5, MCM5, 380.100, 171.300, 831.000, 1148.800
SDK2, SDK2, 36.100, 2.100, 5.000, 15.900
BAIAP3, BAIAP3, 191.000, 61.900, 17.000, 37.700
RABGGTB, RABGGTB, 118.100, 48.300, 75.300, 190.100
KCNK7, KCNK7, 60.200, 5.000, 9.300, 64.100
PTP4A3, PTP4A3, 377.600, 39.000, 87.600, 426.600
ANKRD40, ANKRD40, 204.200, 66.600, 88.300, 251.300
CALCOCO2, CALCOCO2, 1841.800, 325.200, 463.700, 566.500
SNCA, SNCA, 835.000, 13.500, 57.000, 921.300
SPATS2L, SPATS2L, 114.200, 692.500, 858.700, 1880.200
ZNF551, ZNF551, 46.500, 12.800, 17.400, 97.300
ESRRB, ESRRB, 71.500, 1.700, 3.900, 8.500
HBQ1, HBQ1, 30.400, 3.400, 2.200, 8.100
SLC48A1, SLC48A1, 502.100, 68.900, 135.500, 1421.300
ARHGAP26, ARHGAP26, 388.400, 9.800, 6.900, 13.300
AF118064, AF118064, 3.900, 1.200, 7.400, 9.200
CDK16, CDK16, 304.500, 187.900, 494.400, 723.000
GEMIN6, GEMIN6, 113.100, 18.000, 123.000, 272.600
HRAS, HRAS, 128.300, 50.300, 346.600, 837.400
KLRC4, KLRC4, 7.400, 8.400, 6.000, 7.700
BSDC1, BSDC1, 361.700, 89.100, 95.800, 239.000
DSC1, DSC1, 21.200, 5.600, 3.600, 11.800
RNF43, RNF43, 105.000, 83.400, 39.600, 24.500
NDUFAF1, NDUFAF1, 841.700, 87.700, 185.600, 677.600
MAP2K4, MAP2K4, 998.100, 159.200, 112.600, 646.900
FOLR2, FOLR2, 58.900, 84.800, 9.400, 146.000
LYZL6, LYZL6, 83.800, 9.400, 35.200, 67.500
AL049987, AL049987, 1021.000, 58.800, 10.700, 473.400
EPB41L3, EPB41L3, 137.600, 92.100, 42.600, 192.400
TEKT2, TEKT2, 45.200, 3.100, 22.800, 145.000
CDKN2B, CDKN2B, 3.000, 5.500, 2.600, 8.900
WSB1, WSB1, 78.300, 15.300, 21.000, 85.100
ZNF480, ZNF480, 109.300, 18.600, 40.500, 68.800
MAP3K6, MAP3K6, 89.600, 18.100, 55.300, 349.500
SRRD, SRRD, 39.600, 37.500, 174.800, 673.200
PROS1, PROS1, 233.800, 40.000, 147.900, 397.800
PSMB8, PSMB8, 2981.600, 315.400, 402.600, 217.800
HN1, HN1, 2586.500, 327.500, 784.700, 948.600
SDR39U1, SDR39U1, 565.200, 151.300, 291.000, 454.500
MAS1, MAS1, 166.800, 54.700, 52.900, 88.900
APOL1, APOL1, 206.100, 44.100, 57.000, 149.100
PPP6R2, PPP6R2, 231.000, 47.900, 48.300, 167.500
TBCCD1, TBCCD1, 73.400, 26.700, 79.900, 161.100
CSHL1, CSHL1, 14.700, 16.400, 2.200, 9.000
NM_016241, NM_016241, 123.000, 15.100, 58.200, 69.100
ZBTB7C, ZBTB7C, 5.300, 1.500, 1.300, 6.200
AHCTF1, AHCTF1, 526.300, 21.900, 75.400, 128.000
AK025363, AK025363, 45.300, 29.600, 23.600, 50.400
ITGA2, ITGA2, 112.200, 44.200, 61.700, 376.400
AP2S1, AP2S1, 3057.300, 631.900, 2546.500, 7466.200
AF130103, AF130103, 23.200, 4.800, 8.200, 34.700
MME, MME, 4072.700, 380.900, 52.500, 51.100
VAT1, VAT1, 662.100, 297.700, 675.600, 3884.500
MAST4, MAST4, 232.600, 79.200, 49.200, 1012.100
TUFM, TUFM, 1282.900, 582.800, 1912.400, 3664.100
KRT33B, KRT33B, 26.200, 3.500, 7.500, 12.700
THEG, THEG, 72.000, 3.500, 9.400, 38.600
KCTD2, KCTD2, 698.200, 83.400, 135.700, 417.700
WDR26, WDR26, 3389.400, 238.800, 462.700, 3906.600
MFI2, MFI2, 31.500, 7.700, 6.000, 12.500
KRT34, KRT34, 8.100, 5.900, 3.300, 11.000
NR4A3, NR4A3, 106.400, 16.700, 15.800, 55.200
SGSM3, SGSM3, 223.100, 85.900, 91.100, 268.200
ARSA, ARSA, 344.200, 92.300, 51.600, 157.000
MBL1P, MBL1P, 5.500, 16.400, 5.000, 13.500
TOMM22, TOMM22, 213.600, 43.300, 222.300, 743.400
SOCS3, SOCS3, 104.300, 12.900, 12.000, 112.800
UNKL, UNKL, 243.100, 36.800, 83.400, 206.100
ZNF839, ZNF839, 218.400, 1.800, 65.800, 119.200
POP4, POP4, 448.000, 187.100, 293.000, 1411.600
MALL, MALL, 72.400, 1612.400, 24.900, 1271.600
SOX15, SOX15, 339.600, 107.000, 140.500, 357.800
CCNA2, CCNA2, 16.300, 51.700, 235.700, 569.200
DNASE1L1, DNASE1L1, 715.400, 94.700, 176.000, 479.500
PARK2, PARK2, 99.900, 3.800, 5.000, 70.300
GPR124, GPR124, 80.900, 27.800, 74.200, 423.800
TMEM132A, TMEM132A, 130.700, 9.300, 154.700, 311.100
CGRRF1, CGRRF1, 343.500, 64.800, 160.700, 208.000
RUVBL2, RUVBL2, 287.500, 130.800, 712.500, 1062.400
MCAT, MCAT, 84.900, 75.300, 142.300, 325.800
SSX10, SSX10, 169.300, 6.700, 20.700, 96.400
WNT10B, WNT10B, 26.500, 27.300, 21.500, 82.900
BAIAP2L2, BAIAP2L2, 86.400, 28.600, 12.800, 44.500
BC006361, BC006361, 33.500, 2.600, 7.000, 11.700
AL359599, AL359599, 104.000, 39.500, 5.300, 108.600
ISCA1, ISCA1, 272.900, 36.200, 121.800, 300.600
RPAP1, RPAP1, 248.500, 72.100, 161.400, 467.000
C12orf48, C12orf48, 29.300, 9.300, 81.700, 108.000
RPL27, RPL27, 8126.800, 2228.300, 6593.900, 18038.700
EPN1, EPN1, 103.200, 24.600, 29.700, 164.200
AW517716, AW517716, 53.300, 3.800, 16.100, 53.100
RPS10P9, RPS10P9, 190.900, 46.500, 163.400, 348.500
NIPA2, NIPA2, 1301.700, 363.700, 507.600, 1803.800
MAGI1, MAGI1, 88.300, 14.100, 32.200, 124.600
GBX2, GBX2, 60.100, 1.000, 2.900, 14.400
SLC35A1, SLC35A1, 1740.000, 195.600, 139.200, 565.300
GAL, GAL, 38.400, 23.200, 5.100, 188.600
SLC14A2, SLC14A2, 41.500, 4.600, 6.300, 16.100
U03115, U03115, 88.300, 20.600, 40.600, 31.800
RDH11, RDH11, 343.800, 190.400, 674.900, 673.200
NM_024601, NM_024601, 96.600, 45.800, 117.000, 145.000
PCYT1B, PCYT1B, 148.700, 41.900, 15.500, 63.100
AUH, AUH, 541.500, 158.700, 269.600, 204.100
EIF3H, EIF3H, 3008.900, 756.000, 1266.400, 4840.900
KIF1B, KIF1B, 1101.900, 203.300, 217.700, 548.000
MBD2, MBD2, 80.700, 8.800, 17.200, 48.100
AMOTL2, AMOTL2, 73.100, 50.300, 340.100, 1117.800
AF090913, AF090913, 13.900, 1.900, 4.000, 10.400
C6orf120, C6orf120, 355.500, 109.200, 98.900, 469.100
PIGT, PIGT, 464.600, 256.400, 896.800, 1320.400
SPHAR, SPHAR, 230.900, 54.900, 27.100, 345.500
PSRC1, PSRC1, 408.900, 76.600, 194.900, 220.400
PLA2G10, PLA2G10, 169.800, 121.800, 48.200, 79.000
ALAS1, ALAS1, 695.900, 259.700, 357.900, 629.100
FOXO1, FOXO1, 586.800, 74.900, 70.100, 912.700
C17orf62, C17orf62, 2597.000, 129.900, 168.700, 290.900
KIF5C, KIF5C, 220.600, 31.900, 266.000, 74.000
DUSP10, DUSP10, 319.000, 32.200, 36.400, 121.700
CRLF3, CRLF3, 4423.400, 153.600, 166.100, 531.800
CLCNKB, CLCNKB, 92.400, 5.400, 34.200, 84.000
PSMA5, PSMA5, 736.700, 479.700, 642.900, 2008.100
FARS2, FARS2, 28.900, 7.200, 11.100, 12.700
CCDC28A, CCDC28A, 1330.600, 233.300, 368.500, 376.700
LOC442715, LOC442715, 22.000, 5.400, 8.300, 65.100
AF052160, AF052160, 12.800, 20.400, 22.000, 49.600
AMPD3, AMPD3, 175.100, 28.600, 51.700, 93.200
PIAS1, PIAS1, 1801.300, 116.400, 155.900, 496.300
ADCYAP1R1, ADCYAP1R1, 112.200, 3.100, 26.600, 66.800
TMEM134, TMEM134, 269.000, 112.900, 123.500, 626.900
CDH20, CDH20, 15.300, 6.800, 4.300, 10.400
FBXO7, FBXO7, 1876.400, 423.100, 549.600, 2240.300
ZNF3, ZNF3, 54.100, 18.800, 22.600, 10.600
LRRFIP1, LRRFIP1, 414.200, 49.400, 20.200, 346.700
CNOT2, CNOT2, 950.400, 82.200, 88.600, 570.800
CBX2, CBX2, 12.000, 3.200, 14.300, 12.000
HMGXB4, HMGXB4, 349.900, 66.000, 255.600, 381.000
ZC3H14, ZC3H14, 284.800, 132.200, 144.600, 894.800
ALDH5A1, ALDH5A1, 76.900, 2.200, 5.500, 13.700
AF086790, AF086790, 15.100, 8.500, 30.100, 8.900
SERPINA4, SERPINA4, 199.400, 43.900, 61.300, 179.100
FKTN, FKTN, 78.800, 37.500, 126.500, 165.700
CRTAP, CRTAP, 325.300, 57.200, 182.600, 337.900
DDX50, DDX50, 780.500, 156.600, 588.500, 1012.400
RERGL, RERGL, 6.700, 1.800, 3.100, 20.900
STYXL1, STYXL1, 552.100, 120.300, 344.700, 406.400
TK2, TK2, 199.100, 18.700, 4.800, 8.100
AF118086, AF118086, 55.500, 6.700, 6.800, 29.800
NM_017535, NM_017535, 41.100, 26.800, 2.900, 16.500
TRIM16, TRIM16, 37.600, 95.100, 119.400, 151.600
BLVRB, BLVRB, 1249.800, 213.000, 389.700, 352.900
STMN1, STMN1, 92.000, 45.200, 192.200, 383.700
GUCA2A, GUCA2A, 150.100, 3578.400, 45.000, 63.000
DPP6, DPP6, 14.300, 11.500, 41.200, 51.300
GALNT10, GALNT10, 267.400, 42.500, 9.600, 72.000
STK39, STK39, 236.300, 177.700, 190.700, 382.000
AK025086, AK025086, 15.800, 4.100, 5.800, 40.900
RPSAP20, RPSAP20, 333.800, 102.200, 263.000, 374.300
MMP24, MMP24, 27.000, 8.900, 10.400, 65.100
CKS2, CKS2, 272.200, 195.200, 1450.100, 671.900
RHO, RHO, 154.900, 59.800, 16.200, 99.100
BANF1, BANF1, 428.900, 396.800, 1419.400, 4038.700
CATSPER2P1, CATSPER2P1, 124.000, 53.300, 34.300, 133.800
CR1, CR1, 1702.600, 19.000, 3.900, 17.400
RPS6KA2, RPS6KA2, 24.200, 33.500, 170.800, 714.800
HMBS, HMBS, 356.400, 131.600, 364.200, 359.300
FAM13A, FAM13A, 697.400, 226.200, 47.100, 116.400
SLC25A24, SLC25A24, 1015.300, 128.600, 398.600, 275.400
MRPL22, MRPL22, 258.900, 117.300, 583.100, 998.100
C4orf23, C4orf23, 80.100, 6.100, 3.300, 4.100
SLC25A15, SLC25A15, 210.600, 160.200, 231.500, 336.400
GADD45B, GADD45B, 218.600, 26.000, 48.800, 85.200
TDP1, TDP1, 162.100, 114.400, 213.700, 485.300
ZNF287, ZNF287, 21.400, 1.400, 13.900, 61.700
DAAM2, DAAM2, 128.600, 57.700, 158.700, 121.300
C11orf57, C11orf57, 315.700, 69.000, 223.900, 264.600
RFK, RFK, 214.700, 189.500, 210.700, 726.700
IL9RP3, IL9RP3, 120.500, 16.300, 25.500, 140.000
ZFYVE9, ZFYVE9, 88.700, 6.300, 51.400, 83.700
TCTN3, TCTN3, 433.600, 173.500, 240.400, 905.100
FBRS, FBRS, 388.400, 56.500, 136.700, 525.000
NDUFB3, NDUFB3, 2498.400, 450.300, 511.500, 2385.900
NM_022155, NM_022155, 82.500, 7.400, 1.700, 6.300
FPR1, FPR1, 40743.300, 59.100, 25.100, 61.700
FMNL1, FMNL1, 1622.500, 39.900, 31.500, 662.600
SEPT7, SEPT7, 5415.000, 559.700, 977.100, 4407.700
PTCD2, PTCD2, 33.800, 5.300, 20.100, 30.500
GNLY, GNLY, 1103.000, 54.500, 5.100, 12.500
GRAMD1C, GRAMD1C, 50.000, 70.700, 19.800, 109.200
ZNF165, ZNF165, 2.900, 13.100, 1.600, 2.400
ARMCX3, ARMCX3, 427.500, 23.600, 113.100, 1412.300
NDE1, NDE1, 1397.600, 54.500, 133.000, 117.800
MAGEF1, MAGEF1, 129.400, 70.400, 400.700, 183.600
ITGA10, ITGA10, 205.400, 28.300, 69.900, 470.100
ARHGDIB, ARHGDIB, 20135.600, 545.700, 92.100, 5641.000
CDK18, CDK18, 26.000, 52.700, 31.500, 6.700
FSHB, FSHB, 23.000, 20.500, 7.200, 66.800
ANXA2, ANXA2, 7596.800, 2813.200, 4952.100, 22738.700
HLCS, HLCS, 123.800, 58.500, 73.600, 145.800
MCF2L, MCF2L, 223.600, 196.300, 97.400, 246.700
AK1, AK1, 98.400, 37.400, 68.800, 149.400
ACSS3, ACSS3, 112.100, 40.600, 36.200, 128.700
FH, FH, 103.200, 32.800, 32.000, 144.000
LGALS2, LGALS2, 2080.300, 381.400, 2.600, 15.300
AV727934, AV727934, 77.900, 63.800, 54.400, 146.100
